ID,DisplayRaceID,DisplaySexID,SkinID,FaceID,HairStyleID,HairColorID,FacialHairID,NPCItemDisplay[0],NPCItemDisplay[1],NPCItemDisplay[2],NPCItemDisplay[3],NPCItemDisplay[4],NPCItemDisplay[5],NPCItemDisplay[6],NPCItemDisplay[7],NPCItemDisplay[8],NPCItemDisplay[9],BakeName
259,1,1,0,0,0,0,0,0,0,5793,5440,4882,4304,4622,0,0,0,413427c8ea075416169965986755918f.blp
261,5,0,4,7,5,3,12,0,0,0,5625,5670,5626,5990,0,0,0,103cc3628d40c6e5d22ecfdfcd058a4a.blp
262,5,1,4,0,4,9,0,0,0,0,6003,0,6004,6005,0,0,0,f8d70633d588d8074feacd1de49364e7.blp
263,5,0,3,2,2,3,6,0,0,0,10046,0,4312,6019,0,0,0,a579996f7e976257c35265e8023ca5a.blp
264,5,1,5,2,3,5,7,0,0,0,6020,0,3078,2990,3377,6021,0,5eb434a6a0bed0bffb0e120fcd3a695b.blp
267,3,0,6,5,0,0,8,9723,0,10927,0,6035,6036,6037,6038,6039,0,4398b67ca08f159facffc5ae782db4f.blp
268,5,0,0,1,0,0,0,0,0,6040,0,6041,6042,6043,6044,6045,0,3f9aa0ffc8c103b62886f5bb7f72f33f.blp
269,5,1,0,0,0,0,0,0,0,6040,0,6041,6042,6043,6044,6045,0,24ea6e0e6d4711aac5528ecb69c3fa40.blp
271,5,0,2,7,7,1,11,0,0,6040,0,6041,6042,6043,6044,6045,0,7ccb95906384faa4c3e0e94cb572ab8c.blp
272,5,0,0,4,3,7,2,0,0,6040,0,6041,6042,6043,6044,6045,0,a88b4336a7869c90258e2dede4b7adba.blp
273,5,0,3,3,4,3,13,0,0,6040,0,6041,6042,6043,6044,6045,0,60bc9f278661a1ffdcf4182eb5943cd0.blp
274,5,0,4,2,2,7,0,0,0,6040,0,6041,6042,6043,6044,6045,0,b9575a9acc39ed832e346f5b62fb9c98.blp
275,5,0,0,1,1,2,16,0,0,6040,0,6041,6042,6043,6044,6045,0,77fd4370bc36657b511bd72366b5f825.blp
276,5,0,1,5,5,3,16,0,0,5783,0,0,2299,0,0,0,0,6dba0f7a135c4bd813f1325d185e589.blp
278,5,0,4,0,8,8,16,0,0,0,6054,6055,3058,6056,6057,6058,0,61da0e74359868dcc1867f339a740591.blp
279,5,0,0,3,8,2,5,0,0,3552,5864,5904,4617,4921,0,0,0,198f149059d6d300aa4c85692cd85bb5.blp
281,5,0,5,4,2,4,0,0,0,3552,5440,5904,4617,4921,0,0,0,bb13fd53ca6d210c6737356018b55374.blp
282,3,0,2,6,0,6,6,0,0,1817,0,0,1818,5633,0,2213,0,1ccfc8fd8d1e1b2043e1b17ea7f8f3.blp
283,5,0,5,3,6,2,1,0,0,5857,0,5858,6059,6060,0,0,0,80b2e295290743a96a8214da2cbd24fe.blp
284,3,0,0,0,6,4,2,0,0,6061,0,6062,1882,6063,6064,6065,0,6e2e6a2941fc759d5cf53eb55878fdda.blp
286,5,0,0,9,5,1,0,0,0,6070,0,6071,6072,5744,0,0,0,3b3407339c873668766028be38caf888.blp
287,1,1,2,10,14,9,1,0,0,5490,0,5457,5622,5459,0,0,0,a98cb38dc8502fa753b6013ef36b789e.blp
288,5,0,0,5,7,4,10,0,0,1817,6075,5774,6076,5990,5572,0,0,fea02b21764f361fde9b5b778ce8e0ea.blp
290,5,0,0,8,0,3,13,6089,0,0,6086,5670,5373,5990,0,0,0,4900cfa113a3381fe3c8286a71ee1317.blp
291,5,0,4,2,1,1,1,0,0,6082,0,4599,3201,3066,6083,6084,0,5c677651249f96ec3439dd06eb047cf3.blp
292,1,0,4,5,3,4,0,0,0,5624,0,0,5589,5786,0,0,0,e811f2c04edf91ebacf540dbf10d9291.blp
295,5,0,0,8,1,1,10,0,2953,10359,0,6041,6042,6043,6044,6045,0,320efb9529a53620237e9d485c883ffe.blp
296,5,0,4,3,6,8,4,0,0,6090,0,5788,6091,5744,0,0,0,9649b4ca472e7917ce43d0b5cada5c4b.blp
298,5,0,3,5,1,6,13,0,0,5837,0,5859,5839,5840,0,0,0,b9dd10e94c45bd6576ef01242a4998d8.blp
300,5,1,2,0,7,1,5,0,0,3686,5334,4882,5626,6094,0,6095,0,c7660052d63e05efb50533373ebfe0.blp
301,5,1,0,4,4,5,5,0,0,11826,5334,9914,8818,5463,0,0,0,9a2572bb445f223fc3738b68ff4f29ba.blp
302,5,1,3,8,2,4,4,0,0,6102,0,6103,8349,6092,0,0,0,782b6875d11d29c883d3bc62e2240ce1.blp
304,3,0,2,6,1,0,5,0,0,6116,0,0,3065,6117,6118,6119,0,e5f2b8adf05b8732d48a6962b0d63f75.blp
305,3,0,0,7,5,5,4,0,0,6120,0,6121,6122,6123,0,0,0,d8ba89d4b4281e1a33e570e1503729e.blp
306,3,0,0,0,0,0,0,9723,0,0,6034,6035,6127,6037,6038,6039,0,f13ab8b2f3d68b6089e270adb19d0fea.blp
307,3,1,0,0,0,0,0,9723,0,0,6034,6035,6127,6037,6038,6039,0,cb98e2fa32243c04c2cb3b0fd19a00c4.blp
308,5,0,0,0,0,0,10,4629,0,0,6040,6041,6042,6134,6044,6045,3454,2818d79c6c014e38557208c48bfa185f.blp
310,5,1,0,0,0,0,0,6135,0,0,6040,6041,6042,6136,6044,6045,3454,5c30402c1dc5de0dd87cc1c557fff3d5.blp
312,1,0,0,0,0,0,0,4415,6141,6142,0,5319,5320,6143,6144,6145,3865,7432e728e650b7a85fa45fc466992d0.blp
313,1,1,0,0,0,0,0,6146,6141,6147,0,5319,5320,6143,6144,6145,3865,8d3d7b0fa3b5fded598d9d20219066fb.blp
314,1,0,0,0,0,0,0,0,0,6151,6152,6153,6154,6155,6156,6157,0,c0250df0ebe6bc10ae3511e22814f377.blp
316,1,0,0,0,0,0,0,0,0,0,6161,6162,6163,6164,0,7720,0,1e30354fc3eb1a39156554ad2c7c253d.blp
317,1,1,0,0,0,0,0,0,0,0,6161,6162,6163,6164,0,7720,0,95937f9734d37086c5faf532f76a5fb0.blp
318,1,0,2,4,3,0,7,0,0,6167,0,0,10352,5786,0,0,0,b4a66f8bfc3488a0321d7766abc29587.blp
319,1,1,0,0,0,0,0,0,0,6151,6152,6153,6154,6155,6156,6157,0,f17d2034b63d4039ffcade9a4092db1e.blp
320,7,0,0,0,0,0,0,9723,0,0,6034,6035,6127,6037,6038,6039,0,6895058b3e710a550dacbca385f6d6.blp
322,5,0,0,4,9,7,1,0,0,0,6174,0,3201,6175,3841,3454,0,f07c5507a467d75122a2ddb8be91c881.blp
323,1,0,2,0,6,9,7,0,0,4270,0,0,5346,3755,0,0,0,28dac4fd831f861857ab53d690a83430.blp
325,2,0,0,6,1,1,7,0,0,6181,0,6182,6183,6184,6185,6186,0,ad1bd198c1080145dcc320f8cf219a67.blp
326,5,1,3,3,5,4,7,0,0,0,6187,6170,2629,2366,6173,0,0,1f6cd79d52b891be42db6c5f19eae3c4.blp
327,3,1,5,4,1,5,0,0,0,6188,0,3553,6189,6190,0,0,0,b8278937f2c456e11d143882630a2f6d.blp
328,1,0,0,2,10,0,8,8021,8847,6082,0,6049,8129,3066,0,8848,0,c12014119241055fe762dc2183461dd2.blp
330,5,1,0,0,7,8,2,0,0,6195,6196,5670,6197,6198,6199,6200,0,f2d91b0596c6a3bcdaa3c32ab28b5da6.blp
331,1,1,1,4,13,3,0,0,0,4640,0,4905,6074,4835,0,0,0,5cd85b50c012492fa5684de5bd3cae08.blp
332,3,0,1,7,0,7,3,3785,0,9918,0,0,2610,2166,0,3999,0,78714d67338dc4f992a9dcaa7a6c861.blp
334,1,0,3,1,4,2,8,0,0,6206,5864,4989,2656,4272,0,0,0,13ac217588d3ba27ff457f0941347a0c.blp
335,5,1,4,8,8,6,1,0,0,10861,10698,0,9671,11480,0,9556,0,803318e27ef3714e2374a14c1bf884c7.blp
336,3,0,1,2,0,2,4,6126,0,0,6034,6035,6127,6037,6038,6039,0,1866d76dbc302c629a7696f37b149443.blp
337,3,0,2,5,6,4,0,0,0,10483,0,0,5726,5992,0,0,0,3d8a1ae780510056944f201b7ca61861.blp
338,3,0,5,8,1,2,6,5325,0,6212,0,0,3179,4307,0,0,0,8c740b60f11e06c977d96e2feec1c48.blp
339,3,0,2,4,0,1,7,6126,0,0,6034,6035,6127,6037,6038,6039,0,1e8dda59f368606cae31e8b3f436cdd6.blp
340,5,1,2,9,9,2,3,0,0,6213,6214,6215,6074,6172,0,0,0,657703c835c98f9cd9f8370f3ee1ce0.blp
341,3,0,6,3,0,3,10,6126,0,0,6034,6035,6127,6037,6038,6039,0,a4b17f05e0ae8baa479b16958b3815c5.blp
344,5,0,5,9,9,7,7,0,0,0,6219,0,5848,6220,0,0,0,68f5cb03577c7c49fe7c44e86dfc4bb8.blp
345,1,1,0,0,0,0,0,0,0,0,6221,4634,5652,5463,6224,3528,3865,f7c12d10c4b1e7b3642aa8d79b27307d.blp
346,1,0,0,0,0,0,0,7712,7541,7223,0,7224,7225,7255,0,7698,6255,3ce0aae3b564ca4150f74326f2f869fd.blp
347,1,0,1,5,4,1,2,0,0,6221,0,4634,5652,5463,6224,3528,3865,4e0024743e0fcaf2ee94943103ea7b.blp
348,4,0,6,7,4,4,2,0,0,4637,0,5461,6237,5463,0,0,0,6bba44a8a9ba9ce93652ee30a1c34238.blp
349,5,1,4,3,0,0,7,6135,0,0,6040,6041,6042,6136,6044,6045,3454,d6289f47d9025d75da4625aeff63d59a.blp
355,5,0,5,9,0,0,0,4629,0,0,6040,6041,6042,6134,6044,6045,3454,d9bb2f4c27c0bcd3c06b2e3e9e311bbf.blp
356,5,0,2,3,0,0,0,4629,0,0,6040,6041,6042,6134,6044,6045,3454,f7fd225035126a8d2554aba5378a701.blp
357,5,0,3,6,8,9,13,0,0,0,6040,6041,6042,6134,6044,6045,3454,9597bce66774d4549bb62ff8210ae91e.blp
358,1,0,2,2,2,0,2,5817,5818,5819,5386,5679,4333,5387,0,5389,0,2847f100aa27cf4226a8002dde81833a.blp
360,3,0,1,5,3,1,0,0,0,5343,0,5344,1818,4487,0,0,0,714c35d4f18aa6861157255ae5df161.blp
361,3,1,2,2,9,6,0,0,0,5733,0,5734,5735,5736,0,0,0,f3589d312d01c15f11c16effec0778d.blp
364,2,0,7,7,1,1,5,0,0,6370,0,0,6362,6363,0,0,0,6f5597a8c98d22b33cb03dd0b9dc653f.blp
365,2,0,0,2,5,3,0,0,0,11122,0,8149,10098,11123,0,11124,0,b5a8e69aaf81be2ea9218563a83629a.blp
366,3,0,2,11,5,2,6,0,0,6461,0,0,6462,6463,0,0,0,ef0387d730a622b4ff4d0c9bdc025657.blp
368,3,0,1,8,2,8,5,0,0,6048,0,0,6050,6051,6052,0,0,ce7aec14ecf46ef55adc852a1cf7eca3.blp
369,4,1,5,1,5,2,0,0,0,7172,7173,6559,7174,2373,3406,5332,0,c4f4ac9c5191c477ed2d6bd6b53aabc1.blp
370,1,1,1,3,14,5,4,0,0,5727,0,5728,2311,5489,0,0,0,be0a99ac692003bdb4666cdb6cf291dd.blp
371,1,0,4,9,5,2,1,0,0,6177,0,3335,5782,5594,6178,6179,0,fbb5c62e4b8c20545cb52634e533ab93.blp
372,4,1,3,5,2,7,4,0,0,0,6608,3335,10439,945,6610,0,0,d51ef33c73b1a957291e4096e8792837.blp
373,5,0,2,2,9,1,5,0,0,0,5625,5670,5626,5990,0,0,0,b90cf133db4e989039d9c8e82e79c2b7.blp
374,5,0,1,8,0,3,8,0,0,0,5625,5670,5626,5990,0,0,0,406b8cf539f15da12536780e312baa00.blp
375,4,0,2,8,3,5,4,0,0,6647,3278,0,5521,6648,6649,6650,0,f0565cd0330d9357714790b285b78d0e.blp
376,1,0,1,1,3,9,5,0,0,6653,0,0,4619,6654,0,0,0,6d572196c71cc817981f25cf9b5735cb.blp
378,1,0,6,3,3,0,7,0,0,5857,0,5858,6059,6077,6078,6079,0,99b7633f96cdd735aa9ee76ab4ece08c.blp
379,3,0,6,7,6,7,6,3215,0,5352,0,8328,1882,5846,0,0,0,afed6ecf72dca02b2b3d0d06b98ea34b.blp
381,5,0,3,5,0,0,4,4629,0,0,6040,6041,6042,6134,6044,6045,3454,a3f172f5cd1d1b6f59b19575247106d.blp
382,6,0,4,3,0,1,3,5325,0,4640,0,5372,3179,4307,0,0,0,a33bb1b25b1ac153c5220e268b845637.blp
384,4,0,1,1,2,0,1,0,0,6695,2564,0,5236,703,2561,6696,0,60fb47ccac291bdb6160123368195be0.blp
386,5,0,1,4,7,9,7,0,0,0,5625,5670,5626,5990,0,0,0,da978544fc2def60eacc66bdbc8c9b0.blp
387,3,1,1,6,6,3,0,0,0,0,5367,5368,5369,5370,0,0,0,b16f28a551db7dba3a5d98194ed355.blp
388,4,1,2,2,6,2,8,0,5678,0,6029,0,6030,6031,6032,6033,0,3272124559ca1856c71758d5ff12a1df.blp
389,4,1,6,8,4,8,1,0,6910,6800,6801,0,6802,6803,6804,6805,0,28cb55f07e0d7f06d353b3e07a057ddd.blp
390,4,0,3,7,4,9,3,0,0,6815,6816,0,3078,2990,3377,6021,0,e5bdb70de782f13f19d43117bac0f4a4.blp
392,4,0,2,2,4,4,2,0,0,6824,3888,0,5479,5868,6825,6826,0,8896bac56d1dc2e2ae2ebdfc92b072ed.blp
393,3,0,2,3,2,7,8,6053,0,0,6034,6035,6127,6037,6038,6039,0,1638c843f540ff31a8cbac696d13e9f3.blp
394,4,1,6,7,0,2,4,0,0,0,6848,4315,6849,945,6610,0,0,660c4808a254b9e556586664bcfeaf2f.blp
396,3,0,8,0,0,5,3,6126,0,0,6034,6035,6127,6037,6038,6039,0,7ae4abada3d38b90424ca1b51d07a16a.blp
398,3,0,1,0,7,6,4,6053,0,7658,7674,6035,6127,7675,0,0,0,885ff641931daab39f8ef1c86f487ffd.blp
399,3,0,2,8,0,9,4,6126,0,0,6034,6035,6127,6037,6038,6039,0,df8f1000abad21509faecac2ec6b0f22.blp
23,3,0,1,1,6,3,2,8815,8815,3900,0,8328,5848,8816,0,3052,0,1128c00bf11c48a82a2317759acf6ede.blp
30,1,0,3,3,10,4,6,2952,0,1184,0,0,0,0,0,0,0,aac51113b3cfea506d5c2a31c87b2c81.blp
31,1,1,3,8,2,9,0,5239,5245,5246,5242,3418,5236,5237,0,5247,0,9c945fe0e7827fe156ab96df590f18cb.blp
32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a05c89df2a2f61b2ba80ae4df67951c6.blp
