ID,ContinentID,Pos[0],Pos[1],Pos[2],Radius
196,0,-12153.621,894.01373,9.538913,80
197,0,-9796.18,157.773,25.3878,10
284,0,-8681.37,434.406,99.2579,7
342,0,-9029.174,-608.32886,56.4679,30
362,0,-10429.435,-3828.8408,-31.629646,150
324,0,-5161.33,939.623,258.288,10
286,0,-6053.73,-2954.63,213.686,10
382,0,-8681.4,434.439,99.259,7
719,0,2266.68,245.993,44.4145,30
1205,0,-295.639,-3460.68,193.884,14
1167,0,16180.686,16182.028,73.527954,10
1104,0,-5096.76,750.205,260.55,2
1103,0,-14436.8,508.814,26.113,2
1042,0,334.37,-2114.86,129.945,40
902,0,-6606.48,-3762.19,266.91,12
862,0,-14457,496.45,39.1392,28
721,0,-7.3559,-936.734,62.3336,20
720,0,511.536,1638.63,75.4173,50
713,0,-3823.06,-834.526,18.2789,30
711,0,-4797.99,-1106.69,742.309,450
710,0,-5601.46,-530.747,395.483,35
708,0,-852.854,-576.712,20.0293,30
706,0,-8825.5,626.421,93.8584,130
704,0,-9020.09,880.501,151.715,6
702,0,-9023.26,892.398,33.5096,6
1165,0,16606.887,16360.639,69.44444,10
1125,0,-8561.54,823.383,106.519,3
45,0,2924.38,-798.429,161.611,8
844,0,-10487.3,-3256.87,39.8964,30
803,0,-3668.34,-823.839,9.89915,12
802,0,-3752.81,-851.558,10.1153,20
718,0,1595.79,240.738,-442.253,500
712,0,-5390.18,-2953.93,322.03,36
707,0,-10517,-1158.39,39.0542,30
682,0,-9219.37,-2149.94,70.606,30
614,0,2859.73,-824.91,162.083,8
612,0,2877.9844,-839.2674,163.04918,6
610,0,2925.18,-820.545,161.634,8
562,0,-9465.58,16.8472,65.921,30
523,0,-4858.27,785.03,241.06,12
482,0,-8960.71,-2012.95,134.624,9
178,0,683.771,-912.144,174.5,5
175,0,-4086.36,-2610.95,46.0143,20
173,0,1058.11,1554.68,-15,90
171,0,-5763.72,-3439.58,306.366,50
169,0,-5576.138,656.25854,396.007,12
168,0,-5539.4595,675.87305,397.4752,10
145,0,-229.49,1576.35,78.8909,7
107,0,-8667.56,623.563,85.4054,7
101,0,-8758.86,851.101,88.5595,7
100,0,2019.3494,1904.3594,105.14445,7
98,0,-11634.8,-54.0697,13.4439,30
97,0,-5585.28,625.74414,397.64807,8
88,0,-9843.54,127.525,5.3698,12
87,0,-9077.34,-552.925,60.3476,30
84,0,16449.9,16393.2,69.4444,15
78,0,-11208.5,1685.34,25.7612,7
71,0,-10235.9,1765.17,37.5579,30
446,0,-10243.7,-3945.84,-99.6454,10
205,1,-1895.78,-1109.04,86.183,15
218,1,9859.09,588.761,1300.61,14
219,1,9556.24,1654.77,1299.49,14
217,1,10708.8,762.092,1321.37,14
216,1,90.1003,-1943.44,79.4727,9
220,1,10675.2,1857.45,1324.17,14
224,1,4605.57,385.158,31.4827,25
235,1,4554.65,146.354,59.5027,70
234,1,4641.19,55.3801,66.6307,60
233,1,4916.99,328.43,36.7678,50
232,1,5980.17,330.669,21.7655,40
231,1,5996.56,365.21,21.8661,40
230,1,6744.98,41.1164,47.6041,13
228,1,-753.596,-2212.78,21.5403,13
225,1,4558.36,421.446,33.7425,50
223,1,4508.17,373.376,32.5125,40
1025,1,-4458.9287,243.41493,64.61357,35
843,1,341.42,-4684.7,30.9493,30
842,1,1962.38,-4478.18,68.975,500
717,1,2756.64,-423.057,119.387,32
709,1,-3615.49,-4467.34,24.3141,30
542,1,8799.41,969.787,30.2409,10
1186,1,-1443.18,-95.4433,195.717,100
1062,1,-4775.1,-3751.63,54.3836,20
1024,1,-4370.83,3289.15,23.7823,35
1188,1,-1004.76,247.788,136.912,100
982,1,-2372.51,-1991.64,120.975,35
944,1,-4950.65,-1567.1,-3.0157,25
716,1,6410.01,527.035,14.0578,32
522,1,-1679.3,-4328.96,2.58591,4
1185,1,9769.48,2396.22,1337.6,275
1023,1,-7164.87,-3844.47,13.903,20
924,1,-6773.49,-2889.77,15.1063,20
715,1,9809.05,959.188,1315.35,32
714,1,10101.2,2381.72,1237.17,275
527,1,9947.48,2630.04,1318.6,10
442,1,-4672.49,-2551.09,84.5265,11
422,1,-93.1614,1691.15,89.0649,20
303,1,-4058.75,-2732.54,35.3301,10
302,1,-3463.26,-4123.13,17.1043,8
257,1,7201.81,-853.457,6.19655,12
1187,1,-1051.18,-281.621,159.03,100
1022,1,-180.561,-227.184,26.0116,35
943,1,-4950.74,-1595.14,-3.0157,25
942,1,-4950.65,-1625.14,-3.0157,25
743,1,-1051.44,-3653.81,31.1352,30
742,1,-405.311,-2645.29,111.972,30
723,1,-1197.58,32.5451,564.58,500
722,1,-2366.7,-345.983,-1.29313,30
246,1,-4932.53,-1596.05,84.8157,20
244,1,-4456.7,-1655.99,86.1095,8
239,1,3469.43,847.62,5.36476,12
238,1,6876.28,-486.029,40.1436,65
237,1,4504.31,32.3296,86.4913,80
236,1,4643.38,145.349,57.9047,50
60,24,47.6135,-28.9462,-8.81759,7
81,28,-259.24698,137.75117,36.568306,7
83,28,254.5694,-4.322051,6.486521,8
95,30,-409.82812,-802.7708,-13.246962,9
182,33,-271.198,2144.93,59.6435,29
254,33,-236.47,2202.42,97.3452,5
181,33,-269.245,2181.57,63.5169,30
179,33,-240.345,2075.75,74.5311,30
256,33,-189.006,2145.69,97.3899,7
255,33,-223.399,2101.97,97.3899,5
183,33,-170.243,2091.14,94.538,30
184,33,-157.851,2113.58,92.6388,30
185,33,-160.016,2128.91,91.2199,25
186,33,-168.41,2151.03,87.2201,15
194,33,-230.953,2105.06,79.7533,5
503,34,39.3741,0.803469,-12.7883,8
109,35,-0.90042,16.443,-14.236,7
119,36,-14.3628,-393.38,64.5605,6
121,36,-110.76,-1009.19,34.8044,7
226,43,-172.181,138.98,-66.6471,12
242,47,1936.39,1534.47,86.8769,8
262,47,2019.73,2004.6,61.6874,15
463,47,2165.75,1944.75,61.4635,15
462,47,2108.34,1823.01,79.7605,10
259,48,-148.633,121.08,-33.4141,12
283,48,-527.658,321.109,-50.2584,20
762,48,-842.076,-472.462,-34.0656,10
288,70,-228.193,34.1602,-39.2339,10
882,70,-213.72,370.607,-35.3887,10
822,70,-234.444,319.127,-47.5885,20
322,90,-312.205,-4.63256,-148.657,14
1105,90,-377.056,44.05,-156.483,15
525,90,-717.868,1.37207,-241.293,12
448,109,-209,69.4872,-91.2483,10
444,129,2593.94,1124.64,56.179,11
602,189,1687.57,1040.09,20.9829,8
608,189,253.601,-196.804,21.0385,8
604,189,853.679,1308.1,19.6714,8
606,189,1608.65,-308.97,20.7824,8
962,209,1909.27,1015.11,11.5155,10
922,209,1190.35,840.587,13.4342,20
1064,249,29.2427,-22.1812,10.5272,30
