ID,Datestamp,ContinentID,TextureID,TextureName,DoodadID[0],DoodadID[1],DoodadID[2],DoodadID[3],Density,Sound
6142,20040601,0,-2116576229,Tileset\AlteracMtns\AlteracRubbleBase.TGA,-1,-1,-1,-1,0,0
6153,20040601,0,-2116576229,Tileset\AlteracMtns\AlteracRubbleBase.TGA,-1,-1,-1,-1,0,0
7217,20040626,0,-2116576229,Tileset\AlteracMtns\AlteracRubbleBase.TGA,-1,-1,-1,-1,0,0
7175,20040626,0,-2116576229,Tileset\AlteracMtns\AlteracRubbleBase.TGA,-1,-1,-1,-1,0,0
7224,20040626,0,-2116576229,Tileset\AlteracMtns\AlteracRubbleBase.TGA,-1,-1,-1,-1,0,0
6032,20040525,0,-2106936086,Tileset\Kalidar\KalidarWoodGold.TGA,-1,-1,-1,-1,0,4
6815,20040625,0,-2081244478,Tileset\RedRidge\RedridgeStoneHighlight.TGA,-1,-1,-1,-1,0,0
6649,20040630,0,-2024910122,Tileset\The Blasted Lands\BlastedLandsRockHighlight01new.TGA,-1,-1,-1,-1,0,0
6663,20040630,0,-2024910122,Tileset\The Blasted Lands\BlastedLandsRockHighlight01new.TGA,-1,-1,-1,-1,0,0
7618,20040630,0,-2024910122,Tileset\The Blasted Lands\BlastedLandsRockHighlight01new.TGA,-1,-1,-1,-1,0,0
6685,20040630,0,-2024910122,Tileset\The Blasted Lands\BlastedLandsRockHighlight01new.TGA,-1,-1,-1,-1,0,0
6678,20040630,0,-2024910122,Tileset\The Blasted Lands\BlastedLandsRockHighlight01new.TGA,-1,-1,-1,-1,0,0
6673,20040630,0,-2024910122,Tileset\The Blasted Lands\BlastedLandsRockHighlight01new.TGA,-1,-1,-1,-1,0,0
6650,20040630,0,-2024910122,Tileset\The Blasted Lands\BlastedLandsRockHighlight01new.TGA,-1,-1,-1,-1,0,0
6656,20040630,0,-2024910122,Tileset\The Blasted Lands\BlastedLandsRockHighlight01new.TGA,-1,-1,-1,-1,0,0
6636,20040630,0,-2006144263,Tileset\The Blasted Lands\BlastedLandsDirt01.TGA,62,63,64,65,8,0
6668,20040630,0,-2006144263,Tileset\The Blasted Lands\BlastedLandsDirt01.TGA,-1,-1,-1,-1,0,0
6682,20040630,0,-2006144263,Tileset\The Blasted Lands\BlastedLandsDirt01.TGA,62,63,64,65,8,0
6675,20040630,0,-2006144263,Tileset\The Blasted Lands\BlastedLandsDirt01.TGA,62,63,64,65,8,0
6670,20040630,0,-2006144263,Tileset\The Blasted Lands\BlastedLandsDirt01.TGA,62,63,64,65,8,0
6654,20040630,0,-2006144263,Tileset\The Blasted Lands\BlastedLandsDirt01.TGA,62,63,64,65,8,0
6643,20040630,0,-2006144263,Tileset\The Blasted Lands\BlastedLandsDirt01.TGA,62,63,64,65,8,0
4966,20040306,0,-1979631862,Tileset\Elwynn\ElwynnRockBaseTest2.tga,-1,-1,-1,-1,0,0
5053,20040624,0,-1979631862,Tileset\Elwynn\ElwynnRockBaseTest2.tga,-1,-1,-1,-1,0,0
7332,20040626,0,-1979631862,Tileset\Elwynn\ElwynnRockBaseTest2.tga,-1,-1,-1,-1,0,0
6892,20040625,0,-1979631862,Tileset\Elwynn\ElwynnRockBaseTest2.tga,-1,-1,-1,-1,0,0
6890,20040625,0,-1979631862,Tileset\Elwynn\ElwynnRockBaseTest2.tga,-1,-1,-1,-1,0,0
6889,20040625,0,-1979631862,Tileset\Elwynn\ElwynnRockBaseTest2.tga,-1,-1,-1,-1,0,0
