ID,Name
4139,\<pusher
4171,\<chinks\>
3324,씨가랭넘
3325,씨가랭년
3326,씨가랭놈
3327,씨댕
3328,씨댕이
3329,씨뎅
3330,씨발
3333,씨발.년
3334,씨발.놈
3335,씨발년
3336,씨발놈
3337,씨발롬
3338,씨발병신
3339,씨방새
3340,씨방세
3344,씨뱅가리
3345,씨벌
3346,씨벌년
3347,씨벌쉐이
3349,씨부랄
3350,씨부럴
3352,씨불알
3353,씨브럴
3355,씨블년
3356,씨블새끼
3357,씨븡새끼
3359,씨섹끼
3361,씨파넘
3362,씨팍새끼
3363,씨팍세끼
3364,씨팔
3372,씨퐁넘
3373,씨퐁뇬
3375,씨퐁보지
3377,씨퐁자지
3402,씹년
3403,씹물
3404,씹미랄
3405,씹버지
3407,씹보지
3409,씹부랄
3410,씹브랄
3412,씹빵구
3414,씹뽀지
3415,씹새
3417,씹새끼
3418,씹세
3420,씹쌔끼
3422,씹자석
3423,씹자슥
3424,씹자지
3426,씹지랄
3427,씹창
3428,씹창녀
3429,씹탱
3431,씹탱굴이
3432,씹탱이
3433,씹팔
3434,아가리
3440,애미랄
3441,애미보지
3442,애미씨뱅
3443,애미자지
3444,애미잡년
3445,애미좃물
3451,양아치
3453,어미강간
3454,어미따먹자
3455,어미쑤시자
3457,엄창
3458,에미
3459,에비
3466,염병할
3474,엿먹어라
3475,영자개새끼
3476,영자새끼
3477,영자씨발놈
3479,오르가즘
3480,왕버지
3481,왕자지
3482,왕잠지
3483,왕털버지
3484,왕털보지
3485,왕털자지
3486,왕털잠지
3488,요년
3489,우미쑤셔
3494,유두빨어
3495,유두핥어
3496,유두핧어
3507,유방만져
3508,유방빨아
3509,유방조물락
3510,유방주물럭
3511,유방쪼물딱
3512,유방쪼물럭
3513,유방핥아
3514,유방핥어
3515,유방핧아
3516,유방핧어
3518,육갑
3534,자기핥아
3536,자기핧아
3550,자지구녕
3551,자지구멍
3552,자지꽂아
3553,자지넣자
3554,자지뜨더
3555,자지뜯어
3556,자지박어
3559,자지빨아
3560,자지빨아줘
3561,자지빨어
3562,자지쑤셔
3563,자지쓰레기
3564,자지정개
3565,자지짤라
3566,자지털
3567,자지핥아
3568,자지핥아줘
3569,자지핥어
3571,자지핧아
3572,자지핧아줘
3573,자지핧어
3574,작은보지
3577,잠지뚫어
3578,잠지물마셔
3579,잠지털
3580,잠짓물마셔
3584,잡것
3585,잡년
3586,잡놈
3587,잡쓰레그
3588,잡쓰레기
3590,저년
3604,젓가튼쉐이
4201,\<dikes\>
4202,\<dildos\>
4208,\<sativa\>
4209,\<indica\>
4212,\<skunkweed\>
3606,젓같내
3607,젓까
3608,젓냄새
3609,젓대가리
3610,젓떠
3611,젓마무리
3613,젓만이
3614,젓물
3616,젓물냄새
3617,젓밥
3618,정액마셔
3619,정액먹어
3620,정액발사
3621,정액짜
3622,정액핥아
3623,정액핧아
3624,정자마셔
3625,정자먹어
3626,정자핥아
3627,정자핧아
3630,젖까
3632,젖탱이
3635,조개넓은년
3636,조개따조
3638,조개마셔줘
3640,조개벌려조
3642,조개보지
3643,조개속물
3644,조개쑤셔줘
3646,조개핥아줘
3647,조개핧아줘
3649,조또
3658,족같내
3659,족까
3661,족까내
3673,좀마니
3674,좀물
3675,좀쓰레기
3676,좁빠라라
3698,좃가튼뇬
3700,좃간년
3701,좃까
3702,좃까리
3704,좃깟네
3705,좃냄새
3706,좃넘
3707,좃대가리
3708,좃도
3709,좃또
3710,좃마무리
3713,좃만아
3714,좃만이
3715,좃만한것
3716,좃만한쉐이
3717,좃물
3719,좃물냄새
3720,좃보지
3722,좃부랄
3724,좃빠구리
3725,좃빠네
3726,좃빠라라
3727,좃털
3762,좆같은놈
3764,좆같은새끼
3765,좆까
3767,좆까라
