ID,Name_lang,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],ItemID[12],ItemID[13],ItemID[14],ItemID[15],ItemID[16],ItemID[17],ItemID[18],ItemID[19],ItemID[20],ItemID[21],ItemID[22],ItemID[23],ItemID[24],ItemID[25],ItemID[26],ItemID[27],ItemID[28],ItemID[29],ItemID[30],ItemID[31],ItemID[32],ItemID[33],ItemID[34],ItemID[35],ItemID[36],ItemID[37],ItemID[38],ItemID[39],ItemID[40],ItemID[41],ItemID[42],ItemID[43],ItemID[44],ItemID[45],ItemID[46],ItemID[47],ItemID[48],ItemID[49],ItemID[50],ItemID[51],ItemID[52],ItemID[53],ItemID[54],ItemID[55],SetSpellID[0],SetSpellID[1],SetSpellID[2],SetSpellID[3],SetSpellID[4],SetSpellID[5],SetSpellID[6],SetSpellID[7],SetThreshold[0],SetThreshold[1],SetThreshold[2],SetThreshold[3],SetThreshold[4],SetThreshold[5],SetThreshold[6],SetThreshold[7]
101,[PH] Shining Dawn Cloth,0,0,0,0,0,0,0,983042,13740,13728,13788,13776,13764,13800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Spider's Kiss,0,0,0,0,0,0,0,983058,13218,13183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17332,0,0,0,0,0,0,0
102,[PH] Shining Dawn Leather,0,0,0,0,0,0,0,983042,13791,13735,13803,13779,13766,13748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,[PH] Shining Dawn Mail,0,0,0,0,0,0,0,983042,13806,13747,13782,13794,13736,13769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,[PH] Brilliant Dawn Plate,0,0,0,0,0,0,0,983042,13743,13771,13731,13807,13795,13783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,[PH] Rising Dawn Plate,0,0,0,0,0,0,0,983042,13744,13772,13734,13808,13796,13784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,[PH] Rising Dawn Cloth,0,0,0,0,0,0,0,983042,13739,13726,13787,13775,13763,13799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,[PH] Rising Dawn Leather,0,0,0,0,0,0,0,983042,13790,13732,13802,13778,13767,13749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,[PH] Rising Dawn Mail,0,0,0,0,0,0,0,983042,13805,13746,13781,13793,13733,13770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,[PH] Brilliant Dawn Mail,0,0,0,0,0,0,0,983042,13804,13742,13780,13792,13730,13768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,[PH] Brilliant Dawn Leather,0,0,0,0,0,0,0,983042,13789,13729,13801,13777,13765,13741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,[PH] Brilliant Dawn Cloth,0,0,0,0,0,0,0,983042,13738,13727,13786,13774,13762,13798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Cadaverous Garb,0,0,0,0,0,0,0,983042,14637,14636,14640,14638,14641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7516,9140,18686,15465,0,0,0,0
162,Embrace of the Viper,0,0,0,0,0,0,0,983058,10412,10411,10413,10410,6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9106,7679,7694,20607,0,0,0,0
163,Chain of the Scarlet Crusade,0,0,0,0,0,0,0,983058,10329,10332,10328,10331,10330,10333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9760,7513,14668,20606,15464,0,0,0
183,Dreadmist Raiment,0,0,0,0,0,0,0,983042,16702,16703,16699,16701,16700,16704,16698,16705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14584,14667,21011,9328,20969,20727,0,0
202,Vestments of Prophecy,0,0,0,0,0,0,0,983058,16811,16813,16817,16812,16814,16816,16815,16819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21973,21092,21089,0,0,0,0,0
209,Battlegear of Might,0,0,0,0,0,0,0,983058,16864,16861,16865,16863,16866,16867,16868,16862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21831,21838,21841,0,0,0,0,0
212,Nemesis Raiment,0,0,0,0,0,0,0,983058,16933,16927,16934,16928,16930,16931,16929,16932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21922,0,0,21854,0,0,0,0
215,Dragonstalker Armor,0,0,0,0,0,0,0,983058,16936,16935,16942,16940,16941,16939,16938,16937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21928,21966,21967,0,0,0,0,0
218,Battlegear of Wrath,0,0,0,0,0,0,0,983058,16959,16966,16964,16963,16962,16961,16965,16960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21856,21890,0,0,0,0,0,0
221,Garb of Thero-shan,0,0,0,0,0,0,0,983042,7950,7948,7952,7951,7953,7949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7597,0,0,0,0,0,0,0
142,Stormshroud Armor,0,0,0,0,0,0,0,983042,15056,15057,15058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18979,0,0,0,0,0,0,0
104,[PH] Shining Dawn Plate,0,0,0,0,0,0,0,983042,13745,13773,13737,13809,13797,13785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Defias Leather,0,0,0,0,0,0,0,983058,10399,10403,10402,10401,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9140,14707,9760,7534,0,0,0,0
206,Giantstalker Armor,0,0,0,0,0,0,0,983042,16851,16849,16850,16845,16848,16852,16846,16847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20987,21937,21926,0,0,0,0,0
241,Shard of the Gods,0,0,0,0,0,0,0,458754,17082,17064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18681,0,0,0,0,0,0,0
