ID,TabID,TierID,ColumnIndex,SpellRank[0],SpellRank[1],SpellRank[2],SpellRank[3],SpellRank[4],SpellRank[5],SpellRank[6],SpellRank[7],SpellRank[8],PrereqTalent[0],PrereqTalent[1],PrereqTalent[2],PrereqRank[0],PrereqRank[1],PrereqRank[2],Flags
5,24,0,0,4334,4335,4336,0,0,0,0,0,0,0,0,0,0,0,0,0
6,24,0,1,4366,4368,4369,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24,0,2,4350,4351,4352,0,0,0,0,0,0,0,0,0,0,0,0,0
8,24,1,0,4307,4308,4309,0,0,0,0,0,0,5,0,0,2,0,0,0
10,24,1,2,4301,4302,4303,0,0,0,0,0,0,7,0,0,2,0,0,0
41,24,2,0,5429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,2,1,4293,4294,0,0,0,0,0,0,0,8,10,0,2,0,0,0
14,24,2,3,4755,4756,4757,0,0,0,0,0,0,0,0,0,0,0,0,0
11,24,3,0,4289,4290,0,0,0,0,0,0,0,0,0,0,2,0,0,0
13,24,4,2,601,4287,0,0,0,0,0,0,0,10,0,0,2,0,0,0
30,41,0,1,11103,11104,11105,11106,11107,0,0,0,0,0,0,0,0,0,0,0
26,41,0,2,11069,11072,11074,11076,11075,0,0,0,0,0,0,0,0,0,0,0
33,41,1,0,11115,11367,11368,11369,11370,0,0,0,0,0,0,0,0,0,0,0
27,41,1,3,11078,11080,11079,11077,11081,0,0,0,0,0,0,0,0,0,0,0
34,41,2,0,11119,11120,11121,11122,11123,0,0,0,0,33,0,0,4,0,0,0
23,41,2,1,11083,11090,11091,0,0,0,0,0,0,0,0,0,0,0,0,0
28,41,2,2,11100,11101,0,0,0,0,0,0,0,26,0,0,4,0,0,0
29,41,3,2,11366,0,0,0,0,0,0,0,0,28,0,0,1,0,0,1
31,41,3,3,11108,11109,11110,11111,11112,0,0,0,0,0,0,0,0,0,0,0
24,41,4,1,11094,11148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,41,4,3,11113,0,0,0,0,0,0,0,0,31,0,0,2,0,0,0
25,41,5,0,11095,11096,11097,11098,11099,0,0,0,0,0,0,0,0,0,0,0
35,41,5,1,11124,11125,11126,11127,11128,0,0,0,0,24,0,0,1,0,0,0
36,41,6,1,11129,0,0,0,0,0,0,0,0,35,0,0,4,0,0,1
73,61,0,0,11207,11208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,61,0,1,11070,11149,11150,0,0,0,0,0,0,0,0,0,0,0,0,0
65,61,0,3,11175,11176,11177,11178,11179,0,0,0,0,0,0,0,0,0,0,0
61,61,1,1,11151,11152,11153,11154,11155,0,0,0,0,0,0,0,0,0,0,0
68,61,1,2,11180,11181,11182,11183,11184,0,0,0,0,37,65,0,2,4,0,0
62,61,2,0,11165,11166,11167,11168,11169,0,0,0,0,0,0,0,0,0,0,0
38,61,2,2,11071,11156,11157,11158,11159,0,0,0,0,0,0,0,0,0,0,0
67,61,3,1,11170,11171,11172,11173,11174,0,0,0,0,62,38,0,4,4,0,0
66,61,3,3,11160,11161,11162,0,0,0,0,0,0,0,0,0,0,0,0,0
63,61,4,0,11185,11186,11187,0,0,0,0,0,0,0,0,0,0,0,0,0
69,61,4,2,11188,0,0,0,0,0,0,0,0,66,0,0,2,0,0,1
70,61,4,3,11189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,61,5,0,11190,11191,11192,0,0,0,0,0,0,0,0,0,0,0,0,0
71,61,5,3,11426,0,0,0,0,0,0,0,0,70,0,0,0,0,0,1
72,61,6,2,11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,81,0,1,11213,11214,11215,11216,11217,0,0,0,0,0,0,0,0,0,0,0
74,81,0,2,11210,11211,11212,0,0,0,0,0,0,0,0,0,0,0,0,0
79,81,0,3,11218,11219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,81,1,0,11227,11228,11229,11230,11231,0,0,0,0,0,0,0,0,0,0,0
76,81,1,1,11222,11223,11224,11225,11226,0,0,0,0,0,0,0,0,0,0,0
77,81,2,1,11232,11233,11234,11235,11236,0,0,0,0,0,0,0,0,0,0,0
80,81,2,2,11237,11238,11239,11240,11241,0,0,0,0,0,0,0,0,0,0,0
81,81,3,2,11242,11243,11244,11245,11246,0,0,0,0,0,0,0,0,0,0,0
82,81,3,3,11247,11248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,81,4,0,11262,11263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,81,4,2,11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,81,4,3,11252,11253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,81,5,0,11255,11256,11257,11258,11259,0,0,0,0,0,0,0,0,0,0,0
86,81,5,1,11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,81,6,2,11261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
