ID,EmotesTextID,RaceID,SexID,SoundID
51,14,8,1,7847
35,14,1,1,7839
36,14,1,0,7840
39,14,4,1,7841
38,14,3,0,7836
37,14,3,1,7835
40,14,4,0,7842
43,14,7,0,7838
45,14,2,0,7844
52,14,8,0,7848
50,14,6,0,7846
49,14,6,1,7845
48,14,5,0,7849
46,14,5,1,7850
44,14,2,1,7843
41,14,7,1,7837
295,19,2,0,6361
300,19,4,1,6172
297,19,3,0,6108
299,19,4,0,6181
298,19,3,1,6095
296,19,2,1,6352
308,19,8,1,6388
307,19,8,0,6397
306,19,7,1,6117
305,19,7,0,6126
304,19,6,1,6370
303,19,6,0,6379
302,19,5,1,6406
301,19,5,0,6415
294,19,1,1,6135
293,19,1,0,6163
437,21,1,0,2677
438,21,1,1,2689
440,21,2,1,2713
439,21,2,0,2701
234,21,3,1,2737
237,21,5,0,2773
241,21,7,0,2835
243,21,8,0,2859
244,21,8,1,2871
242,21,7,1,2847
240,21,6,1,2810
235,21,4,0,2749
233,21,3,0,2725
236,21,4,1,2761
239,21,6,0,2797
238,21,5,1,2785
373,26,1,0,6168
374,26,1,1,6141
376,26,2,1,6357
379,26,4,0,6186
378,26,3,1,6104
377,26,3,0,6113
375,26,2,0,6366
380,26,4,1,6177
388,26,8,1,6393
387,26,8,0,6402
386,26,7,1,6122
385,26,7,0,6131
384,26,6,1,6375
383,26,6,0,6384
382,26,5,1,6411
381,26,5,0,6420
277,55,1,0,6162
280,55,2,1,6351
281,55,3,0,6107
283,55,4,0,6180
285,55,5,0,6414
287,55,6,0,6378
289,55,7,0,6125
291,55,8,0,6396
292,55,8,1,6387
290,55,7,1,6116
288,55,6,1,6369
286,55,5,1,6405
284,55,4,1,6171
282,55,3,1,6094
278,55,1,1,6134
279,55,2,0,6360
325,66,1,0,6165
328,66,2,1,6354
329,66,3,0,6110
331,66,4,0,6183
333,66,5,0,6417
335,66,6,0,6381
337,66,7,0,6128
339,66,8,0,6399
340,66,8,1,6390
338,66,7,1,6119
336,66,6,1,6372
334,66,5,1,6408
332,66,4,1,6174
330,66,3,1,6100
326,66,1,1,6137
327,66,2,0,6363
321,67,7,0,6127
317,67,5,0,6416
316,67,4,1,6173
315,67,4,0,6182
314,67,3,1,6098
313,67,3,0,6109
312,67,2,1,6353
311,67,2,0,6362
310,67,1,1,6136
309,67,1,0,6164
324,67,8,1,6389
323,67,8,0,6398
322,67,7,1,6118
320,67,6,1,6371
319,67,6,0,6380
318,67,5,1,6407
29,85,6,0,7814
12,85,1,1,7801
18,85,3,0,7806
17,85,1,0,7802
19,85,3,1,7805
20,85,4,1,7803
22,85,7,1,7807
24,85,2,1,7809
31,85,8,0,7812
30,85,8,1,7811
28,85,6,1,7813
27,85,5,0,7816
26,85,5,1,7815
25,85,2,0,7810
23,85,7,0,7808
21,85,4,0,7804
341,97,1,0,6166
342,97,1,1,6138
345,97,3,0,6111
344,97,2,1,6355
343,97,2,0,6364
346,97,3,1,6102
348,97,4,1,6175
350,97,5,1,6409
356,97,8,1,6391
355,97,8,0,6400
354,97,7,1,6120
353,97,7,0,6129
352,97,6,1,6373
351,97,6,0,6382
349,97,5,0,6418
347,97,4,0,6184
357,102,1,0,6167
358,102,1,1,6139
361,102,3,0,6112
360,102,2,1,6356
359,102,2,0,6365
362,102,3,1,6103
364,102,4,1,6176
366,102,5,1,6410
372,102,8,1,6392
371,102,8,0,6401
370,102,7,1,6121
369,102,7,0,6130
368,102,6,1,6374
367,102,6,0,6383
365,102,5,0,6419
363,102,4,0,6185
54,104,1,0,7856
53,104,1,1,7855
60,104,7,0,7854
61,104,2,1,7859
64,104,5,0,7865
68,104,8,0,7867
67,104,8,1,7863
66,104,6,0,7862
