ID,Name
41,arse
44,bearskin
52,cock
56,cunt 
57,damn
61,dildo
62,domination 
63,douche 
66,erotic 
67,fag
70,feces
71,fellatio
74,fuck
75,fuk
78,gook
79,hell
80,honkey
81,horny 
82,hot
84,jizz
85,kinky
86,KKK
88,lesb
89,lesb
91,lust 
98,pantie
103,porn
104,pron
105,pussy 
106,queer
107,qweef
108,screw
111,sex
112,shit
113,slave
115,spank
120,suck
121,swingers
127,virgin
129,whore
42,ass
43,bastard
45,bitch 
46,blowjob
47,bondage
48,breast
49,butt
50,chink
51,clit 
53,cornhole
54,cum
55,cunnilingus
58,defecation
59,dick
60,dike
64,dyke
65,ejackulate
68,fart
69,fascism
72,fetishes
73,foreskin
76,gay
77,genitalia 
83,jism
87,kraut
90,lingerie
92,masturbat
93,moulie
94,nazi 
95,nig
96,nudity
97,oral
99,penis 
100,pervert
101,piss
102,poop
109,scrotum
110,semen 
114,slut
116,spic
117,splooge
118,stud
119,submissive
122,tit 
123,trans
124,twat 
125,urination 
126,vagina 
128,wetback
130,wop
131,Dranzor
161,Zazzu
181,Pagan
182,Pagnus
183,Mooby
184,Rakdar
185,Feydirwyr
186,Malthar
187,Harmony
188,Angelus
189,Cesario
211,Nebuchadnezzar
223,kern
221,mkern
222,markkern
224,rpardo
225,robpardo
226,pardo
227,enoyls
228,sdabiri
229,shanedabiri
230,dabiri
231,cguerrero
232,carlosguerrero
233,guerrero
234,grummz
235,cmetzen
236,metzen
237,chrismetzen
238,mmorhaime
239,morhaime
240,mikemorhaime
241,psams
242,paulsams
243,sams
244,broper
245,billroper
246,roper
247,fpearce
248,frankpearce
249,pearce
250,jcash
251,cash
252,johncash
253,jrumsey
254,rumsey
255,joerumsey
256,ogre
257,geofffraizer
258,fraizer
259,billpetras
260,petras
261,bpetras
262,sdidier
263,didier
264,samdidier
265,aadham
266,allenadham
267,adham
268,danthony
269,donnaanthony
270,anthony
271,mhein
272,hein
273,mikehein
274,bwhittle
275,blainewhittle
276,whittle
277,eavila
278,avila
279,ericavila
280,towlhead
281,sandnigger
282,Arab
283,Cameljockey
284,mexican
1,Pyaray
2,Synd
3,Thrall
4,Lothar
5,Garona
6,Guldan
7,Lazarwulf
8,Twain
9,Callisto
10,God
11,Satan
12,Death
13,Allara
141,Melchor
142,Ariya
143,Aria
144,Asryreal
145,Lodi
201,Katricia
202,Aracnakat
203,Aracnacat
204,Danthony
205,Donna
206,Geoff
208,Nebu
210,GFraizer
