ID,Name
932,예수님
933,성모마리아
934,그리스도
935,부처
936,알라
937,석가모니
938,코란
939,인드라
940,마리아
941,시바
942,김정일
943,김일성
944,북한
945,북조선
946,인민공화국
947,인민
948,KIN
949,쳐드셈
950,처드셈
951,비아그라
952,발리에서생긴애
953,크라이스트
954,마약
955,양귀비
956,히로뽕
957,코카인
958,양키
959,쪽바리
960,짱께
961,코쟁이
962,예수쟁이
963,불켜보니누나
964,불켜보니처제
965,불켜보니형수
966,예수
967,vivendi
968,gamemaster
969,GM
970,게임마스터
971,겜마
972,운영자
973,운영진
974,고객지원팀
975,비벤디고객지원팀
976,비벤디사장
977,버그테스터
978,버그테스트
979,운영팀장
980,운영실장
981,고객지원팀장
982,고객지원과장
983,개인정보보호책임자
984,개인정보보호관리자
985,비벤디
986,블리자드
987,비뱅디
988,비붼디
989,서버관리자
990,시스템관리자
991,게임관리자
992,버그테스터
993,버그담당
341,Valkryst
41,arse
44,bearskin
52,cock
56,cunt 
57,damn
61,dildo
62,domination 
63,douche 
66,erotic 
67,fag
70,feces
71,fellatio
74,fuck
75,fuk
78,gook
79,hell
80,honkey
81,horny 
82,hot
84,jizz
85,kinky
86,KKK
88,lesb
89,lesb
91,lust 
98,pantie
103,porn
104,pron
105,pussy 
106,queer
107,qweef
108,screw
111,sex
112,shit
113,slave
115,spank
120,suck
121,swingers
127,virgin
129,whore
361,가슴만져
362,가슴빨아
363,가슴빨어
364,가슴조물락
365,가슴주물럭
366,가슴쪼물딱
367,가슴쪼물락
368,가슴핧아
369,가슴핧어
370,강간
371,강간한다
372,개가튼년
373,개가튼뇬
374,개같은년
375,개걸레
376,개고치
377,개너미
378,개년
379,개놈
380,개라슥
381,개보지
382,개보지년
383,개부달
384,개부랄
385,개불랄
386,개붕알
387,개새끼
388,개쓰래기
389,개쓰레기
390,개씁년
391,개씁블
392,개씁자지
393,개씨발
394,개씨발넘
395,개씨발자슥
396,개씨블
397,개자지
398,개작두넘
399,개작두년
400,개잡년
401,개잡지랄
402,개젓가튼넘
403,개좆
404,개지랄
405,개지랄넘
406,개지랄놈
407,개후라년
408,개후라들놈
409,개후라새끼
410,걔잡년
411,걔잡지랄
412,거시기
413,걸래년
414,걸레같은년
415,걸레년
416,걸레핀년
417,게부럴
418,게지랄놈
419,귀두
420,깨쌔끼
421,꺼져
422,꼴깝
423,ㄳ
424,난자마셔
425,난자먹어
426,난자핧아
427,내꺼빨아
428,내꺼핧아
429,내미랄
430,내버지
431,내씨발
432,내자지
433,내잠지
434,내조지
435,너거애비
436,누나강간
437,뉘마
438,뉘망
